stemmed_tokens,clean_sangat
"['makan', 'bagus', 'cocok', 'makan', 'siang', 'layan', 'mbak', 'manis', 'sangat', 'ramah', 'baik', 'kamar', 'bagus', 'nyaman', 'sejuk', 'kalau', 'sore']","['bagus', 'ramah', 'baik', 'bagus', 'nyaman', 'sejuk']"
"['enak', 'variasi', 'lena']",['enak']
"['menu', 'variasi', 'enak', 'minum']",['enak']
"['makan', 'enak', 'semua', 'kamar', 'bersih', 'layan', 'ramah', 'senang', 'terima', 'kasih']","['enak', 'bersih', 'ramah', 'senang']"
"['layan', 'sangat', 'ramah', 'baik', 'layan', 'sangat', 'baik', 'senyum', 'kamar', 'cepat', 'lokasi', 'strategis']","['ramah', 'baik', 'baik']"
"['kondisi', 'kamar', 'bagus', 'kelas', 'luas', 'nyaman', 'kelas', 'bawah', 'terlalu', 'banyak', 'sempit']","['bagus', 'nyaman']"
"['nyaman', 'makan', 'enak', 'layan', 'ramah']","['nyaman', 'enak', 'ramah']"
"['kamar', 'nyaman', 'istirahat', 'cahaya', 'kurang', 'kalau', 'kerja', 'sarap', 'makan', 'tradisional', 'enak']","['nyaman', 'istirahat', 'cahaya', 'enak']"
"['menu', 'makan', 'buka', 'puasa', 'sini', 'sangat', 'wajib', 'bareng', 'keluarga', 'teman']",[]
"['sarap', 'lengkap', 'enak', 'layan', 'sangat', 'baik', 'ramah', 'ramah']","['enak', 'baik', 'ramah', 'ramah']"
"['layan', 'bagus', 'letak', 'hotel', 'strategis', 'tentu', 'sangat', 'nyaman', 'inap']","['bagus', 'nyaman']"
"['semua', 'makan', 'enak', 'agam', 'banyak', 'pilih', 'layan', 'ramah', 'fasilitas']","['enak', 'ramah']"
"['inap', 'sekian', 'kali', 'walaupun', 'hotel', 'lama', 'jaga', 'area', 'buat', 'segar', 'enak', 'agam', 'cara', 'saji', 'unik', 'tambah', 'poin', 'hotel', 'terima']","['enak', 'cara']"
"['inap', 'hotel', 'cukup', 'senang', 'kamar', 'bersih', 'lokasi', 'strategis', 'pusat', 'kota', 'variasi']","['senang', 'bersih']"
"['sarap', 'menu', 'agam', 'bersih', 'bantu', 'arah', 'layan', 'baik']","['bersih', 'baik']"
"['hotel', 'bersih', 'kamar', 'mantap', 'sarap', 'komplit']",['bersih']
"['makan', 'enak', 'enak', 'jamin', 'pergi', 'restoran']","['enak', 'enak', 'jamin']"
"['hotel', 'sangat', 'nyaman', 'layan', 'ramah', 'sekali', 'kamar', 'sangat', 'bersih', 'awat', 'makan', 'enak', 'pokok', 'jadi', 'langgan', 'kalau']","['nyaman', 'ramah', 'bersih', 'enak']"
"['rasa', 'masakan', 'restoran', 'kurang', 'enak', 'semua', 'kartu', 'akses', 'ikan', 'hotel', 'layan', 'cukup', 'bagus']","['enak', 'kartu', 'bagus']"
"['kamar', 'nyaman', 'hadap', 'kolam', 'renang', 'layan', 'ramah', 'sangat', 'bantu', 'minus', 'kalau', 'kamar', 'telpon', 'resepsionis', 'banget', 'angkat', 'cepat', 'minus', 'makan', 'hotel', 'nama', 'sarap', 'kurang', 'rasa']","['nyaman', 'ramah', 'angkat']"
"['semua', 'perdana', 'hotel', 'rangka', 'penuh', 'undang']",['perdana']
"['menu', 'iftar', 'menu', 'baik', 'sesuai', 'matang', 'tempat', 'nyaman', 'sesuai', 'lampu', 'lebih', 'nyaman', 'buka', 'lanjut', 'ramah', 'senyum', 'pegawai', 'jadi', 'poin', 'baik']","['baik', 'sesuai', 'nyaman', 'sesuai', 'nyaman', 'ramah', 'baik']"
"['makan', 'enak', 'ganti', 'terus', 'mungkin', 'tambah', 'jenis', 'nasi', 'liwet', 'nasi', 'uduk', 'lumayan', 'bersih', 'sudut', 'ruang', 'semut', 'bersih', 'tiap', 'hari']","['enak', 'liwet', 'uduk', 'bersih', 'semut', 'bersih']"
"['alhamdulillah', 'hotel', 'senang', 'sedia', 'baik', 'lobi', 'lokasi', 'ruang', 'temu', 'menu', 'enak', 'tugas', 'ramah', 'senang', 'terima', 'kasih', 'atas', 'layan', 'ikan']","['senang', 'baik', 'enak', 'ramah', 'senang']"
"['terima', 'kasih', 'atas', 'layan', 'muas', 'mbak', 'tania', 'moga', 'inap', 'sini']",[]
"['kamar', 'nyaman', 'enak', 'ruang', 'nyaman', 'giat', 'dinas', 'sama', 'keluarga']","['nyaman', 'enak', 'nyaman']"
"['mantap', 'gudeg', 'sini', 'enak', 'sekali', 'rasa', 'bikin', 'tagih', 'terus', 'pokok', 'makan', 'rekomendasi', 'inap', 'sini']","['enak', 'tagih']"
"['hotel', 'nyaman', 'layan', 'muas', 'lokasi', 'strategis', 'jadi', 'hotel', 'layak', 'jadi', 'tempat']",['nyaman']
"['sarap', 'enak', 'bikin']",['enak']
"['makan', 'enak', 'layan', 'cepat', 'ramah', 'beri', 'tanda', 'hati', 'basah', 'makan', 'cepat', 'rasa', 'masuk', 'lidah', 'tutup', 'unik', 'tutup']","['enak', 'ramah', 'hati', 'basah']"
"['nyaman', 'tempat', 'bersih', 'makan', 'enak', 'semua']","['nyaman', 'bersih', 'enak']"
"['lokasi', 'strategis', 'nyaman', 'bersih', 'harga', 'jangkau']","['nyaman', 'bersih']"
"['tempat', 'nyaman', 'bersih']","['nyaman', 'bersih']"
"['layan', 'bagus', 'makan', 'enak']","['bagus', 'enak']"
"['sangat', 'suka', 'sarap', 'pagi', 'makan', 'enak', 'enak', 'layan', 'sangat', 'baik', 'ramah']","['enak', 'enak', 'baik', 'ramah']"
"['hotel', 'sangat']",[]
"['hotel', 'lokasi', 'strategis', 'lantai', 'adem', 'hujan']",[]
"['layan', 'sini', 'ramah', 'sekali', 'habis', 'libur', 'keluarga', 'sangat', 'rekomendasi']",['ramah']
"['layan', 'bagus', 'ramah', 'profesional']","['bagus', 'ramah']"
"['pagi', 'enak', 'bersih']","['enak', 'bersih']"
"['kamar', 'sangat', 'bagus', 'sarap', 'enak', 'banyak', 'pilih', 'jadi', 'referensi', 'buat', 'libur']","['bagus', 'enak', 'referensi']"
"['waktu', 'inap', 'sini', 'betul', 'kamar', 'balkon', 'tembok', 'hotel', 'bintang']",[]
"['layan', 'sangat', 'muas', 'karyawan', 'ramah', 'murah', 'senyum']",['ramah']
"['hotel', 'sangat', 'nyaman', 'layan', 'luar', 'biasa']",['nyaman']
"['layan', 'ramah', 'minum', 'enak', 'manis', 'sekali', 'tania', 'rama', 'sekali']","['ramah', 'enak', 'rama']"
"['sedia', 'padahal', 'bulan', 'belum', 'alas', 'sedang', 'bersih', 'bersih', 'ruang']","['bersih', 'bersih']"
"['sangat', 'cukup', 'puas', 'layan', 'segi', 'kamar', 'layan', 'sarap', 'sedia', 'enak', 'semua', 'mbak', 'sangat', 'cukup', 'puas', 'layan', 'cukup', 'baik']","['puas', 'enak', 'puas', 'baik']"
"['hotel', 'bagus', 'kamar', 'nyaman', 'makan', 'enak', 'layan', 'super', 'ramah']","['bagus', 'nyaman', 'enak', 'ramah']"
"['inap', 'malam', 'layan', 'hotel', 'muas', 'kamar', 'bersih', 'lengkap', 'makan', 'enak', 'sarap', 'lengkap', 'makan', 'sedia']","['bersih', 'enak']"
"['layan', 'bagus', 'layan', 'ramah', 'utama', 'atas', 'nama']","['bagus', 'ramah']"
"['paling', 'bintang', 'makan', 'banyak', 'sekali', 'variasi', 'rasa', 'konsisten', 'enak', 'paling', 'kesan', 'layan', 'sangat', 'perhati']","['konsisten', 'enak']"
"['lokasi', 'strategis', 'makan', 'enak', 'ruang', 'kamar', 'bagus', 'entah', 'kamar', 'mandi', 'drainase']","['enak', 'bagus', 'drainase']"
"['ramah', 'ramah', 'sekali', 'sarap', 'sangat', 'kamar', 'bersih', 'lengkap']","['ramah', 'ramah', 'bersih']"
"['hotel', 'cocok', 'buat', 'kamar', 'luas', 'bersih', 'layan']",['bersih']
"['sangat', 'senang', 'sekali', 'nyaman', 'layan', 'menu', 'makan', 'enak', 'enak', 'pegawai', 'nyaman', 'neng', 'banget', 'kalo', 'sini']","['senang', 'nyaman', 'enak', 'enak', 'nyaman']"
"['gudeg', 'mantap', 'sangat']",[]
"['tempat', 'nyaman', 'jaga', 'bersih', 'layan', 'bagus', 'ramah', 'area', 'parkir', 'luas', 'fasilitas', 'pada']","['nyaman', 'bersih', 'bagus', 'ramah']"
"['makan', 'sangat', 'lengkap', 'kamar', 'tidur', 'nyaman', 'staf', 'sangat', 'ramah', 'awal', 'datang', 'sambut', 'cari', 'tempat', 'duduk', 'layan', 'sangat', 'baik']","['nyaman', 'ramah', 'baik']"
"['makan', 'variasi', 'banyak', 'rasa', 'enak', 'layan', 'ramah', 'sangat', 'bantu', 'pokok', 'hotel']","['enak', 'ramah']"
"['menu', 'sarap', 'banyak', 'banget', 'enak', 'enak', 'sekali', 'ramah', 'ramah', 'utama', 'kamar', 'kolam', 'bagus', 'pokok']","['enak', 'enak', 'ramah', 'ramah', 'bagus']"
"['layan', 'sangat', 'baik', 'maupun', 'front', 'tempat', 'sangat', 'strategis', 'dekat', 'bandara', 'makan', 'sangat', 'variasi', 'hingga', 'tradisional']",['baik']
"['kamar', 'keren', 'nyaman', 'bersih', 'layan', 'luar', 'biasa', 'front', 'layan', 'kamar', 'sangat', 'muas']","['keren', 'nyaman', 'bersih']"
"['hotel', 'sangat', 'nyaman', 'rapi', 'bersih', 'seluruh', 'pegawai', 'ramah', 'datang', 'sambut', 'sangat', 'baik']","['nyaman', 'bersih', 'ramah', 'baik']"
"['alam', 'inap', 'hotel', 'muas', 'layan', 'sangat', 'ramah', 'profesional', 'buat', 'langsung', 'rasa', 'nyaman']","['ramah', 'nyaman']"
"['makan', 'enak', 'lokasi', 'strategis', 'layan']",['enak']
"['lokasi', 'hotel', 'raya', 'jauh', 'lama', 'dekat', 'area', 'tempat']",[]
"['layan', 'ramah', 'batik', 'bukan', 'keran', 'bocor', 'terus', 'kamar', 'mandi', 'genang', 'panas', 'panas', 'tentu', 'masa', 'mandi', 'biar', 'panas', 'terlalu', 'banyak', 'atur', 'gabung', 'hotel', 'murah']","['ramah', 'batik', 'keran', 'gabung']"
"['kamar', 'bersih', 'bagaimana', 'hotel', 'bintang', 'terang', 'kurang', 'terang', 'jadi', 'lewat', 'koridor', 'lobi', 'tuju', 'toilet', 'ruang', 'bersih', 'nyaman']","['bersih', 'bagaimana', 'bersih', 'nyaman']"
"['enak', 'menu', 'banyak', 'pilih']",['enak']
"['inap', 'acara', 'kantor', 'pusat', 'ikut', 'jujur', 'selalu', 'senyum', 'salam', 'sapa', 'tamu', 'terap', 'tamu', 'cekat']","['jujur', 'terap', 'cekat']"
"['hotel', 'nyaman', 'selalu', 'lokasi', 'strategis', 'mana', 'kamar', 'nyaman', 'banget']","['nyaman', 'nyaman']"
"['enak', 'menu', 'agam']",['enak']
"['sini', 'acara', 'kantor', 'harga', 'jangkau', 'suasana', 'sekali', 'cocok', 'buat', 'acara', 'kantor', 'makan', 'enak', 'suka', 'banget', 'bubur', 'sumsum', 'menu', 'variatif', 'terima', 'kasih']","['enak', 'sumsum']"
"['sarap', 'sangat', 'lengkap', 'enak', 'bantu', 'mbak', 'lena']",['enak']
"['sempat', 'bantu', 'lena', 'sempat', 'tanya', 'beliau', 'dapat', 'sangat', 'baik', 'menu', 'sarap', 'sangat', 'lengkap', 'rasa', 'enak']","['beliau', 'baik', 'enak']"
"['lokasi', 'strategis', 'nyaman', 'lengkap', 'sayang', 'telat']","['nyaman', 'telat']"
"['hotel', 'bagus', 'layan', 'sangat', 'bagus', 'sarap', 'enak', 'makan', 'enak', 'layan', 'degan', 'mbak']","['bagus', 'bagus', 'enak', 'enak', 'degan']"
"['bagus', 'hotel', 'bersih', 'pegawai', 'ramah', 'ramah', 'nyaman', 'banget', 'kalau', 'bakal', 'sini']","['bagus', 'bersih', 'ramah', 'ramah', 'nyaman']"
"['tempat', 'nyaman', 'layan', 'muas']",['nyaman']
"['tiga', 'kali', 'kunjung', 'sini', 'tetap', 'rasa', 'nyaman', 'aktivitas', 'fasilitas', 'lengkap', 'laku', 'layan', 'ramah', 'aktivitas', 'besar']","['nyaman', 'ramah']"
"['salah', 'satu', 'hotel', 'nyaman', 'kota', 'dekat', 'pusat', 'belanja', 'meski', 'jauh', 'strategis', 'menu', 'tradisional', 'pokok']","['nyaman', 'meski']"
"['tadi', 'harap', 'dapat', 'fasilitas', 'layan', 'bintang', 'nyata', 'jauh', 'masuk', 'fasilitas', 'hotel', 'bawah', 'standar']",[]
"['sangat', 'puas', 'hingga', 'semua', 'sangat', 'muas', 'inap', 'lama', 'malam', 'beri', 'kamar', 'platinum', 'enak', 'buah']","['puas', 'enak']"
"['bersih', 'bintang', 'waktu', 'sarap', 'sambut', 'staf', 'ramah']","['bersih', 'ramah']"
"['sarap', 'pagi', 'sangat', 'enak', 'servis', 'atas', 'nama', 'sangat', 'bagus']","['enak', 'bagus']"
"['bersih', 'nyaman']","['bersih', 'nyaman']"
"['muas', 'terima', 'kasih']",[]
"['suka', 'semua', 'lokasi', 'strategis', 'layan', 'ramah', 'cepat', 'kondisi', 'kamar', 'selalu', 'bersih', 'betah']","['ramah', 'bersih']"
"['kamar', 'luas', 'nyaman', 'layan', 'ramah']","['nyaman', 'ramah']"
"['lama', 'hari', 'tinggal', 'dapat', 'kamar', 'baik', 'makan', 'variasi', 'istimewa', 'layan', 'hotel', 'ramah', 'sukses', 'buat', 'hotel']","['baik', 'ramah']"
"['bagus', 'bersih', 'makan', 'enak', 'coba', 'sedia', 'kecil', 'kamar']","['bagus', 'bersih', 'enak']"
"['makan', 'enak', 'kamar', 'nyaman']","['enak', 'nyaman']"
"['kamar', 'luas', 'cukup', 'nyaman', 'bersih', 'lokasi', 'pusat', 'kota', 'banyak', 'pilih']","['nyaman', 'bersih']"
"['makan', 'enak', 'macam', 'macam', 'kamar', 'nyaman', 'terima', 'kasih']","['enak', 'nyaman']"
"['makan', 'enak', 'sangat']",['enak']
"['makan', 'lezat', 'pilih', 'banyak', 'layan', 'muas', 'semua', 'lebih']",['lezat']
"['layan', 'sangat', 'ramah', 'kamar', 'bersih', 'makan', 'enak', 'variasi', 'moga', 'sini']","['ramah', 'bersih', 'enak']"
"['kamar', 'bagus', 'bersih', 'layan', 'baik']","['bagus', 'bersih', 'baik']"
"['hotel', 'bagus', 'layan', 'ramah', 'makan', 'enak', 'lokasi', 'strategis', 'dekat']","['bagus', 'ramah', 'enak']"
"['kram', 'jadi', 'susah', 'buat', 'lebih', 'baik', 'pindah', 'lain', 'mantap', 'satu', 'sarap']","['kram', 'baik']"
"['hotel', 'menu', 'sungguh', 'tarik', 'enak', 'kalio', 'daging', 'tahu', 'pilih', 'menu', 'agam']","['enak', 'kalio']"
"['hotel', 'bagus', 'ramah', 'profesional', 'sangat', 'bantu', 'sangat', 'bagus', 'keluarga', 'laki', 'sangat', 'rasa', 'nyaman']","['bagus', 'ramah', 'bagus', 'laki', 'nyaman']"
"['sangat', 'luar', 'biasa', 'nikmat', 'sarap', 'pagi', 'hidang', 'sangat', 'liar', 'biasa', 'bantu', 'mbak', 'lena']",['liar']
"['sarap', 'pagi', 'enak', 'telur', 'dadar', 'enak', 'ayam', 'enak', 'bumbu', 'kentang', 'kacang', 'merah', 'enak', 'kamar', 'bersih', 'sangat']","['enak', 'enak', 'enak', 'kentang', 'kacang', 'merah', 'enak', 'bersih']"
"['kamar', 'nyaman', 'bersih', 'layan', 'restoran', 'ramah', 'masakan', 'enak', 'lokasi', 'strategis', 'dekat', 'mana', 'kantor']","['nyaman', 'bersih', 'ramah', 'enak']"
"['semua', 'kamar', 'toilet', 'layan', 'dekat']",[]
"['atas', 'layan', 'muas', 'lama', 'inap', 'hari', 'sini', 'luar', 'sahur', 'padahal', 'bukan', 'bulan', 'menu', 'luar', 'lengkap', 'enak', 'enak', 'banyak', 'banyak', 'moga', 'terus', 'tahan']","['sahur', 'enak', 'enak']"
"['menu', 'sarap', 'variatif', 'jajan', 'pasar', 'enak', 'kamar', 'nyaman', 'bersih']","['enak', 'nyaman', 'bersih']"
"['anak', 'sekali', 'inap', 'layan', 'banget', 'sangat', 'ramah']",['ramah']
"['makan', 'lumayan', 'enak', 'kamar', 'bersih', 'layan']","['enak', 'bersih']"
"['inap', 'malam', 'sini', 'cukup', 'nyaman', 'lokasi', 'dekat', 'pusat', 'kota', 'banyak', 'publik', 'hotel', 'fasilitas', 'hotel', 'lengkap', 'utama', 'sedia', 'kolam', 'renang', 'anak', 'anak', 'tempat', 'makan', 'buka', 'nyaman']","['nyaman', 'publik', 'nyaman']"
"['sarap', 'pagi', 'enak', 'banyak', 'pilih', 'bersih', 'karyawan', 'ramah', 'pokok', 'puas']","['enak', 'bersih', 'ramah', 'puas']"
"['layan', 'muas', 'sangat', 'agam', 'enak', 'kamar', 'bersih', 'nyaman']","['enak', 'bersih', 'nyaman']"
"['lift', 'mati', 'nyala', 'jadi', 'lift', 'sangat', 'lama', 'kamar', 'minta', 'kalau', 'jangan', 'tipis']",['tipis']
"['layan', 'cukup', 'baik', 'makan', 'enak', 'varian', 'banyak']","['baik', 'enak']"
"['tempat', 'enak', 'banget', 'buat', 'inap', 'kamar', 'bagus', 'lengkap', 'interior', 'eksterior', 'hotel', 'keren', 'banget', 'sini', 'pasti']","['enak', 'bagus', 'keren', 'pasti']"
"['sarap', 'enak', 'baik', 'utama', 'ramah', 'sopan']","['enak', 'baik', 'ramah']"
"['proses', 'cepat', 'khusus', 'letak', 'strategis', 'dekat', 'kota', 'dekat']",[]
"['hotel', 'nyaman', 'fasilitas', 'lengkap', 'lokasi', 'banget', 'strategis', 'kamar', 'luas', 'bersih', 'super', 'ramah', 'poko', 'layan', 'mantap', 'cocok', 'banget', 'buat', 'libur', 'trip']","['nyaman', 'bersih', 'ramah']"
"['kamar', 'bersih', 'nyaman', 'dingin', 'lokasi', 'sangat', 'strategis', 'jalan', 'utama', 'sarap', 'menu', 'sangat', 'agam', 'cocok', 'lidah']","['bersih', 'nyaman']"
"['salah', 'satu', 'hotel', 'jadi', 'pilih', 'dekat']",[]
"['rekomendasi', 'interior', 'sesuai', 'kota', 'mewah', 'makan', 'banyak', 'variasi', 'layan', 'baik', 'ramah', 'kolam', 'renang', 'besar', 'lokasi', 'strategis', 'inap', 'kamar', 'hias']","['sesuai', 'baik', 'ramah']"
"['tempat', 'nyaman', 'banget', 'layan', 'ramah', 'kamar', 'bersih', 'makan', 'enak', 'lokasi', 'strategis', 'wisata', 'cocok', 'buat', 'santai']","['nyaman', 'ramah', 'bersih', 'enak']"
"['layan', 'baik', 'makan', 'enak', 'kamar', 'bagus']","['baik', 'enak', 'bagus']"
"['tempat', 'layan', 'sini', 'sangat', 'bagus', 'hotel', 'nyaman', 'sarap', 'enak', 'sama', 'anak', 'nama', 'lena', 'cukup', 'bantu']","['bagus', 'nyaman', 'enak']"
"['sabar', 'makan', 'enak']",['enak']
"['lampu', 'kamar', 'kurang', 'terang', 'buah', 'kurang', 'bagus', 'kualitas', 'rasa', 'simpan', 'kulkas', 'kondisi', 'potong', 'semangka', 'lembek', 'rasa', 'aneh', 'mungkin']","['bagus', 'semangka', 'lembek', 'aneh']"
"['layan', 'mantap', 'ramah', 'nyaman', 'sekali', 'hotel']","['ramah', 'nyaman']"
"['makan', 'enak', 'variasi', 'layan', 'banget', 'kamar', 'nyaman', 'ramah', 'sangat', 'ramah', 'cantik']","['enak', 'nyaman', 'ramah', 'ramah', 'cantik']"
"['sama', 'anak', 'pagi', 'tambah', 'anak', 'usia', 'kriteria', 'tamu', 'tawar', 'kopi', 'lihat']",['kriteria']
"['kamar', 'cukup', 'nyaman', 'utama', 'menu', 'tradisional', 'tugas', 'ramah', 'semua']","['nyaman', 'ramah']"
"['hotel', 'nyaman', 'layan', 'baik', 'makan', 'enak', 'banyak', 'pilih', 'lokasi', 'dekat']","['nyaman', 'baik', 'enak']"
"['kamar', 'cukup', 'nyaman', 'layan', 'banget', 'sarap', 'banyak', 'varian', 'enak', 'lokasi', 'cukup', 'strategis', 'mudah', 'buat', 'cari', 'butuh']","['nyaman', 'enak']"
"['sarap', 'pagi', 'sangat', 'enak', 'muas', 'layan', 'atas', 'nama', 'sangat', 'muas']",['enak']
"['sangat', 'senang', 'lokasi', 'strategis', 'lingkung', 'bersih', 'makan', 'enak', 'luar', 'biasa', 'layan', 'cepat', 'sangat', 'ramah', 'sangat', 'hormat', 'tamu']","['senang', 'lingkung', 'bersih', 'enak', 'ramah']"
"['menu', 'variasi', 'enak', 'minum', 'kamar', 'batas', 'botol', 'kaca', 'ukur', 'kecil', 'resepsionis', 'kurang', 'etika']","['enak', 'batas', 'etika']"
"['kamar', 'cukup', 'luas', 'tambah', 'menu', 'sarap', 'cukup', 'variatif', 'banyak', 'pilih']",[]
"['makan', 'enak', 'layan', 'sangat', 'muas', 'masuk', 'menu', 'macam', 'semua', 'makan', 'enak']","['enak', 'enak']"
"['tempat', 'strategis', 'makan', 'lengkap', 'enak', 'kamar', 'lantai', 'layan', 'sangat', 'baik', 'kurang', 'kenceng']","['enak', 'baik']"
"['makan', 'hotel', 'sangat', 'enak', 'layan', 'sangat', 'ramah']","['enak', 'ramah']"
"['layan', 'muas', 'makan', 'enak', 'kamar', 'nyaman']","['enak', 'nyaman']"
"['tempat', 'nyaman', 'menu', 'makan', 'enak', 'layan', 'ramah', 'mbak']","['nyaman', 'enak', 'ramah']"
"['lokasi', 'sangat', 'strategis', 'mudah', 'kamar', 'bersih', 'nyaman', 'makan', 'enak', 'mohon', 'tahan']","['bersih', 'nyaman', 'enak']"
"['terima', 'kasih', 'menu', 'sarap', 'variatif', 'nona', 'terima', 'kasih']",['nona']
"['kamar', 'nyaman', 'luas', 'cuma', 'fasilitas', 'kurang', 'bagus', 'lama', 'acara', 'kamar', 'guna', 'paket', 'data', 'pribadi', 'pancur', 'kamar', 'mandi', 'mulus', 'kalau', 'mandi', 'malam', 'panas']","['nyaman', 'bagus', 'pribadi', 'pancur', 'mulus']"
"['layan', 'kamar', 'nyaman', 'layan', 'baik', 'senyum', 'ramah', 'utama', 'lena', 'lokasi', 'jangkau']","['nyaman', 'baik', 'ramah']"
"['makan', 'bagus', 'enak', 'bagus', 'suasana', 'bagus', 'terima', 'kasih', 'mbak', 'manis']","['bagus', 'enak', 'bagus', 'bagus']"
"['hotel', 'pusat', 'kota', 'mudah', 'jangkau', 'layan', 'cepat', 'ramah', 'variasi', 'makan', 'restoran', 'banyak', 'rasa', 'enak', 'kamar', 'barang', 'baik', 'ganti', 'kala', 'tirai', 'kamar', 'mandi']","['ramah', 'enak', 'baik', 'kala']"
"['layan', 'kamar', 'baik', 'bersih', 'kalau', 'tingkat', 'pisah', 'fungsi', 'baik', 'penting', 'kasur', 'lengkap', 'bantal', 'guling', 'plus', 'lengkap', 'mandi', 'lengkap', 'makan', 'standar', 'kurang', 'banyak', 'pilih']","['baik', 'bersih', 'pisah', 'baik']"
"['makan', 'enak', 'layan', 'enak']","['enak', 'enak']"
"['sini', 'enak', 'harga', 'murah', 'kambing', 'guling', 'menu', 'lengkap']",['enak']
"['rasa', 'sarap', 'lengkap', 'variatif', 'layan', 'bantu', 'mbak', 'lena']",[]
"['menu', 'makan', 'variasi', 'rasa', 'enak']",['enak']
"['layan', 'restoran', 'sangat', 'baik', 'ramah', 'makan', 'enak', 'khusus', 'menu', 'khas', 'tradisional', 'jajan', 'lain', 'enak']","['baik', 'ramah', 'enak', 'enak']"
"['sangat', 'bagus', 'arah', 'rapi', 'sering', 'nampak', 'indah', 'hotel', 'interior', 'bagus', 'banyak', 'hias', 'pecah', 'rekor', 'muri']","['bagus', 'nampak', 'indah', 'bagus', 'pecah', 'rekor', 'muri']"
"['hotel', 'tengah', 'kota', 'kamar', 'nyaman', 'layan', 'bagus', 'sarap', 'banget', 'mbak', 'tania']","['nyaman', 'bagus']"
"['hotel', 'jadi', 'pilih', 'menu', 'sarap', 'enak', 'variasi', 'banyak', 'mantap']",['enak']
"['sarap', 'enak', 'variasi', 'kamar', 'luas', 'bersih']","['enak', 'bersih']"
"['alamat', 'hotel', 'strategis', 'tepat', 'kota', 'kamar', 'nyaman', 'layan', 'cukup', 'ramah', 'makan', 'enak', 'enak']","['alamat', 'nyaman', 'ramah', 'enak', 'enak']"
"['bagus', 'sekali', 'layan', 'sangat', 'baik', 'ramah', 'hotel', 'nyaman']","['bagus', 'baik', 'ramah', 'nyaman']"
"['puas', 'layan', 'hotel', 'cukup', 'strategis', 'makan', 'minum', 'cocok', 'lidah', 'lokal']",['puas']
"['nyaman', 'strategis', 'pusat', 'kota', 'betah', 'sini', 'pulang']",['nyaman']
"['makan', 'enak', 'layan', 'baik']","['enak', 'baik']"
"['letak', 'sangat', 'strategis', 'dekat', 'stasiun', 'bandara', 'lama', 'pusat', 'aktivitas', 'lebih', 'kamar', 'bersih', 'nyaman', 'bantal', 'guling', 'banyak', 'kurang', 'bersih', 'anggap', 'layan']","['bersih', 'nyaman', 'bersih']"
"['kamar', 'nyaman', 'bersih', 'wangi', 'kamar', 'mandi', 'kipas', 'cuman', 'bolong', 'doang', 'makan', 'muas', 'besar', 'bersih', 'wangi']","['nyaman', 'bersih', 'wangi', 'kipas', 'bolong', 'doang', 'bersih', 'wangi']"
"['kamar', 'bersih', 'lumayan', 'luas', 'enak', 'layan', 'cepat']","['bersih', 'enak']"
"['punya', 'harap', 'besar', 'hotel', 'kamar', 'pilih', 'atas', 'rata', 'rata', 'gunung', 'pesan', 'waktu', 'hotel', 'kaget', 'rombong', 'karyawan', 'kantor', 'rapat']",[]
"['layan', 'sangat', 'ramah', 'interior', 'sangat', 'bagus', 'luas']","['ramah', 'bagus']"
"['lokasi', 'strategis', 'kamar', 'nyaman', 'banyak', 'banget', 'pajang', 'dimensi', 'dimensi', 'mulai', 'kamar', 'hotel']","['nyaman', 'pajang']"
"['sarap', 'pagi', 'menu', 'lengkap', 'cita', 'rasa', 'baik', 'bantu', 'layan', 'lena']",['baik']
"['sarap', 'bagus', 'muas', 'layan', 'ramah', 'lena']","['bagus', 'ramah']"
"['menu', 'makan', 'baik', 'luar', 'biasa', 'layan', 'sangat', 'baik']","['baik', 'baik']"
"['menu', 'makan', 'cukup', 'variatif', 'beberapa', 'makan', 'sedikit', 'asin', 'saji', 'sedikit', 'kurang', 'tata', 'moga', 'depan', 'semua']",[]
"['agam', 'sekali', 'rasa', 'enak', 'terus', 'kamar', 'balkon', 'lebih', 'baik', 'kalau', 'siap', 'kursi', 'duduk', 'duduk']","['enak', 'baik']"
"['hotel', 'senang', 'enak', 'anak', 'suka']","['senang', 'enak']"
"['layan', 'baik', 'profesional', 'banyak', 'pilih', 'makan']",['baik']
"['enak', 'kamar', 'bagus']","['enak', 'bagus']"
"['letak', 'strategis', 'pusat', 'kota', 'dekat', 'bandara', 'plaza', 'hotel', 'mudah', 'akses', 'transportasi', 'umum', 'maupun', 'pribadi', 'lingkung', 'keliling', 'bagai', 'pilih']","['pribadi', 'lingkung']"
"['sangat', 'baik', 'layan', 'kalau', 'sama', 'keluarga']",['baik']
"['kamar', 'nyaman', 'bersih', 'cocok', 'buat', 'kalian', 'jalan', 'jalan', 'makan']","['nyaman', 'bersih']"
"['hotel', 'bintang', 'milik', 'desain', 'elegan', 'letak', 'strategis', 'jalan', 'milik', 'gedung', 'lantai', 'sedia', 'kamar', 'mulai', 'hingga', 'standar']",[]
"['saji', 'sangat', 'bersih', 'nyaman']","['bersih', 'nyaman']"
"['alam', 'inap', 'malam', 'senang', 'sarap', 'makan', 'enak', 'enak']","['senang', 'enak', 'enak']"
"['kamar', 'nyaman', 'desain', 'bagus', 'sangat']","['nyaman', 'bagus']"
"['lokasi', 'strategis', 'jangkau', 'kamar', 'bersih', 'sarap', 'makan', 'malam', 'enak', 'cukup', 'agam']","['bersih', 'enak']"
